# all data are average pixel intensities inside the selected area
# areas:
# 37	445	37	455
1141.8108	1124.636	2717.5405	2020.6154
1126.027	1128.0741	2721.2974	2072.2065
1153.5946	1138.1371	2973.6487	2051.4263
1146.5676	1125.2405	2747.162	2110.6155
1159.0	1126.9191	2606.3784	2026.1165
1111.4054	1126.9551	2885.8918	2073.0725
1127.7567	1139.6967	2868.1082	2104.4219
1101.1892	1123.5281	2825.5405	2045.7517
1123.3513	1121.8113	2938.2703	2048.5276
1091.9459	1116.6967	2803.2974	2022.5736
1110.5405	1119.4517	2891.3784	2032.7715
1145.081	1131.4562	3070.1892	2076.655
1134.2162	1125.3011	3019.081	2043.8352
1193.1351	1129.4359	2917.6216	2054.8506
1111.5946	1121.4382	3043.8108	2037.011
1174.7297	1120.2921	2897.3513	2050.6814
1091.8918	1118.1483	3151.1082	2091.5056
1107.8379	1123.8022	2819.4055	2034.255
1127.027	1127.0629	3090.8647	2089.3516
1088.9459	1126.3977	2753.7026	2051.5627
1160.973	1132.9303	3009.919	2061.51
1128.3784	1121.0022	2920.3784	2001.1868
1102.0	1122.5596	3007.054	2018.5297
1114.8108	1112.7865	2945.3513	2057.2
1127.1892	1121.6	2998.1892	2058.598
2946.1082	2539.7146	2736.5676	2513.565
3029.162	2641.6853	2392.919	2551.778
3027.2703	2495.2046	2816.4055	2632.5122
3020.1353	2531.2292	2748.162	2615.9055
3027.8918	2505.5168	2875.5945	2644.3582
3452.8647	2562.3057	2578.946	2578.923
3336.6758	2623.409	2703.7026	2586.1846
2895.2703	2525.8765	2470.946	2613.7012
3254.5676	2571.254	2582.5945	2588.457
3231.2163	2542.7842	2465.946	2697.022
3208.6487	2471.7505	2617.3784	2589.9385
3196.7568	2504.8943	2657.4595	2572.8022
3270.8108	2563.0854	2676.5676	2544.1604
3076.2974	2596.5933	2755.8108	2601.222
2854.2432	2613.8472	2605.2432	2528.4504
3041.2974	2511.8315	2767.5405	2615.8682
3197.5676	2489.8562	2825.7026	2585.1099
3014.4324	2504.8066	2573.973	2531.3933
2919.7297	2489.254	2618.2974	2582.956
2693.5405	2518.409	2472.1892	2548.0198
3107.6216	2490.2383	2669.081	2554.3713
2967.5405	2487.0989	2772.2974	2505.3647
3098.8108	2577.047	2928.6216	2613.1824
2747.7297	2532.4067	2638.054	2557.4307
3034.7568	2600.8696	2725.2703	2675.5012
3030.054	2542.0	2570.838	2653.156
3236.8647	2567.928	2935.5134	2715.3098
2991.946	2569.5864	2490.4055	2573.0176
2953.4324	2572.526	2885.7026	2624.5803
2917.0	2593.582	2519.7568	2611.756
3130.054	2525.3235	2437.7837	2678.6792
2899.8647	2602.7979	2994.6758	2564.1758
2964.8108	2463.9124	2425.2163	2564.6726
3140.2703	2596.4539	2678.5134	2605.167
2915.919	2586.5505	2693.8918	2663.754
2847.3784	2587.2158	2696.054	2674.402
2802.2974	2468.4585	2641.7026	2493.7473
2904.6487	2580.2021	2617.8108	2685.7935
2982.5134	2435.38	2680.1082	2592.2417
3065.7297	2570.072	2737.3784	2601.8682
3175.081	2648.946	2901.8918	2768.5364
2988.5405	2620.5012	2747.946	2701.6748
2776.4324	2651.0674	2749.2163	2594.356
3246.8108	2466.6921	2657.2163	2611.0286
3014.7568	2536.6313	2656.3513	2608.1055
2782.7026	2580.2607	2704.1892	2708.5342
3437.919	2600.3438	2856.2432	2682.7253
2864.3242	2544.2246	2610.6216	2620.4373
3093.1082	2578.0156	2686.5134	2574.4724
2936.1892	2552.3933	2845.973	2559.1143
3164.1082	2519.4292	2695.7568	2551.268
2873.7297	2590.2358	2584.6216	2584.4395
3081.8918	2541.7708	3028.2703	2767.554
3083.4595	2755.6248	3001.027	2769.9956
2866.3784	2600.11	2673.8108	2611.367
3269.2703	2601.7056	2648.1353	2725.279
3071.5134	2754.463	3082.7568	2808.3691
3002.6487	2541.263	2835.0	2537.6199
3094.7026	2635.7483	2964.8647	2705.2373
3407.8918	2647.1282	3034.7837	2707.1472
2923.5405	2522.218	2538.7837	2603.088
2921.2163	2620.1887	2584.2703	2609.0198
3094.3242	2586.3035	2839.4595	2686.211
3305.8918	2629.0945	2751.838	2727.866
2959.2432	2580.4763	2785.8108	2624.1736
2938.4055	2599.047	2556.7837	2620.2021
3155.3242	2657.6853	2672.3242	2648.2944
3195.1892	2734.6472	2874.7568	2777.0242
2823.946	2573.3035	2902.6487	2767.7341
2934.4866	2520.5798	2592.0	2632.3647
3210.081	2621.7146	2844.946	2648.5056
3101.8918	2486.6675	2667.6758	2550.765
2999.946	2506.9595	2592.162	2535.5364
2820.2432	2619.4336	2758.919	2699.6506
3077.4055	2553.8337	2649.4595	2665.2417
3074.7837	2665.1145	2865.5945	2733.767
3243.162	2771.5977	3067.0	2873.2966
3020.1353	2607.2495	2940.1353	2727.6
3313.919	2575.964	2605.1082	2629.3428
3562.162	2564.4763	2908.4866	2631.2065
3079.4324	2659.8044	2632.6487	2756.8616
3064.5676	2727.2068	3026.2163	2825.9253
2990.7568	2710.2607	2925.162	2780.4197
3041.7297	2553.3079	2710.919	2701.1802
3152.4595	2548.6877	2803.2432	2634.5122
2873.4595	2440.4136	2851.1082	2538.8176
2562.4324	2587.89	2805.7568	2702.2659
3209.3784	2637.4697	2886.3242	2830.7166
2996.946	2447.654	2479.0	2594.8088
3309.081	2519.8718	2739.5945	2625.3054
3111.8918	2672.382	2863.919	2766.4219
3201.1082	2831.8855	3114.3513	2806.2834
3011.5405	2744.49	3164.5405	2840.1956
3017.4324	2490.9438	2793.027	2542.1143
